id,planet,star,method,year,radius,mass
400,HATS-34 b,HATS-34,Transit,2016,16.029,299.07803
401,HATS-35 b,HATS-35,Transit,2016,16.41,388.38826
402,HATS-36 b,HATS-36,Transit,2018,12.92,NA
403,HATS-37 A b,HATS-37 A,Transit,2020,6.793,31.46517
404,HATS-38 b,HATS-38,Transit,2020,6.882,23.51942
405,HATS-39 b,HATS-39,Transit,2018,17.598,200.2329
406,HATS-4 b,HATS-4,Transit,2014,11.433,420.471
407,HATS-40 b,HATS-40,Transit,2018,17.71,505.3497
408,HATS-41 b,HATS-41,Transit,2018,14.908,3082.951
409,HATS-42 b,HATS-42,Transit,2018,15.693,597.5204
410,HATS-43 b,HATS-43,Transit,2018,13.227,82.95363
411,HATS-44 b,HATS-44,Transit,2018,11.96,177.9848
412,HATS-45 b,HATS-45,Transit,2018,14.415,222.481
413,HATS-46 b,HATS-46,Transit,2018,10.122,54.98459
414,HATS-47 b,HATS-47,Transit,2020,12.52,117.27927
415,HATS-48 A b,HATS-48 A,Transit,2020,8.967,77.23269
416,HATS-49 b,HATS-49,Transit,2020,8.575,112.19399
417,HATS-5 b,HATS-5,Transit,2014,10.223,75.323
418,HATS-50 b,HATS-50,Transit,2017,12.666,123.9537
419,HATS-51 b,HATS-51,Transit,2017,15.805,244.09344
420,HATS-52 b,HATS-52,Transit,2017,15.491,711.9392
421,HATS-53 b,HATS-53,Transit,2017,15.02,189.10885
422,HATS-54 b,HATS-54,Transit,2019,11.377,239.32479
423,HATS-55 b,HATS-55,Transit,2019,14.022,292.72143
424,HATS-56 b,HATS-56,Transit,2019,18.921,191.33366
425,HATS-57 b,HATS-57,Transit,2019,12.767,1000.21101
426,HATS-58 A b,HATS-58 A,Transit,2019,12.274,327.3649
427,HATS-59 b,HATS-59,Transit,2018,12.621,256.17098
428,HATS-59 c,HATS-59,Radial Velocity,2018,NA,NA
429,HATS-6 b,HATS-6,Transit,2015,11.187,101.38777
430,HATS-60 b,HATS-60,Transit,2018,12.924,210.40346
431,HATS-61 b,HATS-61,Transit,2018,13.395,1080.622
432,HATS-62 b,HATS-62,Transit,2018,11.825,56.89157
433,HATS-63 b,HATS-63,Transit,2018,13.529,305.1168
434,HATS-64 b,HATS-64,Transit,2018,18.82,305.1168
435,HATS-65 b,HATS-65,Transit,2018,16.825,260.93843
436,HATS-66 b,HATS-66,Transit,2018,15.816,1694.0339
437,HATS-67 b,HATS-67,Transit,2018,18.887,460.8535
438,HATS-68 b,HATS-68,Transit,2018,13.809,410.0007
439,HATS-69 b,HATS-69,Transit,2018,10.593,183.38791
440,HATS-7 b,HATS-7,Transit,2015,6.311,38.1396
441,HATS-70 b,HATS-70,Transit,2019,15.513,4100.007
442,HATS-71 b,HATS-71,Transit,2020,11.478,117.5971
443,HATS-72 b,HATS-72,Transit,2020,8.097,39.85588
444,HATS-74 A b,HATS-74 A,Transit,2021,11.568,464.02947
445,HATS-75 b,HATS-75,Transit,2021,9.909,156.05375
446,HATS-76 b,HATS-76,Transit,2021,12.094,835.57088
447,HATS-77 b,HATS-77,Transit,2021,13.058,436.69623
448,HATS-8 b,HATS-8,Transit,2015,9.785,43.86054
449,HATS-9 b,HATS-9,Transit,2015,13.85,NA
450,HD 100546 b,HD 100546,Imaging,2014,77.342,NA
451,HD 100655 b,HD 100655,Radial Velocity,2011,NA,NA
452,HD 100777 b,HD 100777,Radial Velocity,2007,NA,NA
453,HD 10180 c,HD 10180,Radial Velocity,2010,NA,NA
454,HD 10180 d,HD 10180,Radial Velocity,2010,NA,NA
455,HD 10180 e,HD 10180,Radial Velocity,2010,NA,NA
456,HD 10180 f,HD 10180,Radial Velocity,2010,NA,NA
457,HD 10180 g,HD 10180,Radial Velocity,2010,NA,NA
458,HD 10180 h,HD 10180,Radial Velocity,2010,NA,NA
459,HD 101930 b,HD 101930,Radial Velocity,2005,NA,NA
460,HD 102117 b,HD 102117,Radial Velocity,2005,NA,NA
461,HD 102195 b,HD 102195,Radial Velocity,2006,NA,NA
462,HD 102272 b,HD 102272,Radial Velocity,2008,NA,NA
463,HD 102329 b,HD 102329,Radial Velocity,2011,NA,NA
464,HD 102329 c,HD 102329,Radial Velocity,2018,NA,NA
465,HD 102365 b,HD 102365,Radial Velocity,2010,NA,NA
466,HD 102843 b,HD 102843,Radial Velocity,2019,NA,NA
467,HD 102956 b,HD 102956,Radial Velocity,2010,NA,NA
468,HD 103197 b,HD 103197,Radial Velocity,2009,NA,NA
469,HD 103720 b,HD 103720,Radial Velocity,2014,NA,NA
470,HD 103774 b,HD 103774,Radial Velocity,2013,NA,NA
471,HD 103891 b,HD 103891,Radial Velocity,2022,NA,NA
472,HD 103949 b,HD 103949,Radial Velocity,2019,NA,NA
473,HD 104067 b,HD 104067,Radial Velocity,2009,NA,NA
474,HD 10442 b,HD 10442,Radial Velocity,2014,NA,NA
475,HD 104985 b,HD 104985,Radial Velocity,2003,NA,NA
476,HD 105618 b,HD 105618,Radial Velocity,2022,NA,NA
477,HD 105618 c,HD 105618,Radial Velocity,2022,NA,8550.26928
478,HD 105779 b,HD 105779,Radial Velocity,2022,NA,NA
479,HD 106252 b,HD 106252,Radial Velocity,2002,NA,NA
480,HD 106270 b,HD 106270,Radial Velocity,2011,NA,NA
481,HD 106315 b,HD 106315,Transit,2017,2.44,12.6
482,HD 106315 c,HD 106315,Transit,2017,4.35,15.2
483,HD 10647 b,HD 10647,Radial Velocity,2006,NA,NA
484,HD 106515 A b,HD 106515 A,Radial Velocity,2012,NA,3518.96545
485,HD 106906 b,HD 106906,Imaging,2013,NA,3496
486,HD 10697 b,HD 10697,Radial Velocity,1999,NA,1914.58848
487,HD 107148 b,HD 107148,Radial Velocity,2005,NA,NA
488,HD 107148 c,HD 107148,Radial Velocity,2021,NA,NA
489,HD 108147 b,HD 108147,Radial Velocity,2002,NA,NA
490,HD 108236 b,HD 108236,Transit,2020,1.615,NA
491,HD 108236 c,HD 108236,Transit,2020,2.071,NA
492,HD 108236 d,HD 108236,Transit,2020,2.539,NA
493,HD 108236 e,HD 108236,Transit,2020,3.083,NA
494,HD 108236 f,HD 108236,Transit,2021,2.017,NA
495,HD 108341 b,HD 108341,Radial Velocity,2014,NA,NA
496,HD 108863 b,HD 108863,Radial Velocity,2011,NA,NA
497,HD 108874 b,HD 108874,Radial Velocity,2002,NA,NA
498,HD 108874 c,HD 108874,Radial Velocity,2005,NA,NA
499,HD 109246 b,HD 109246,Radial Velocity,2010,NA,NA
500,HD 109271 b,HD 109271,Radial Velocity,2013,NA,NA
501,HD 109271 c,HD 109271,Radial Velocity,2013,NA,NA
502,HD 109286 b,HD 109286,Radial Velocity,2021,NA,NA
503,HD 109749 b,HD 109749,Radial Velocity,2005,NA,NA
504,HD 10975 b,HD 10975,Radial Velocity,2021,NA,NA
505,HD 109833 b,HD 109833,Transit,2022,2.888,NA
506,HD 109833 c,HD 109833,Transit,2022,2.59,NA
507,HD 109988 b,HD 109988,Radial Velocity,2022,NA,6725.39378
508,HD 110014 b,HD 110014,Radial Velocity,2009,NA,NA
509,HD 110082 b,HD 110082,Transit,2021,3.2,NA
510,HD 110113 b,HD 110113,Transit,2021,2.05,4.55
511,HD 110113 c,HD 110113,Radial Velocity,2021,NA,NA
512,HD 110537 b,HD 110537,Radial Velocity,2022,NA,8644.78715
513,HD 11112 b,HD 11112,Radial Velocity,2022,NA,2428.48595
514,HD 111232 b,HD 111232,Radial Velocity,2003,NA,2626.8024
515,HD 111232 c,HD 111232,Radial Velocity,2022,NA,6085.555
516,HD 111591 b,HD 111591,Radial Velocity,2017,NA,NA
517,HD 111998 b,HD 111998,Radial Velocity,2016,NA,NA
518,HD 112640 b,HD 112640,Radial Velocity,2020,NA,NA
519,HD 113337 b,HD 113337,Radial Velocity,2013,NA,NA
520,HD 113337 c,HD 113337,Radial Velocity,2022,NA,6268.96682
521,HD 11343 c,HIP 8541,Radial Velocity,2022,NA,NA
522,HD 113538 b,HD 113538,Radial Velocity,2010,NA,NA
523,HD 113538 c,HD 113538,Radial Velocity,2010,NA,NA
524,HD 113996 b,HD 113996,Radial Velocity,2017,NA,NA
525,HD 114082 b,HD 114082,Radial Velocity,2022,11.209,2542.62726
526,HD 114386 b,HD 114386,Radial Velocity,2003,NA,NA
527,HD 114613 b,HD 114613,Radial Velocity,2014,NA,NA
528,HD 114729 b,HD 114729,Radial Velocity,2002,NA,NA
529,HD 114783 b,HD 114783,Radial Velocity,2001,NA,NA
530,HD 114783 c,HD 114783,Radial Velocity,2018,NA,NA
531,HD 11505 b,HD 11505,Radial Velocity,2022,NA,2649.58135
532,HD 11506 b,HD 11506,Radial Velocity,2007,NA,1716.82279
533,HD 11506 c,HD 11506,Radial Velocity,2008,NA,NA
534,HD 11506 d,HD 11506,Radial Velocity,2022,NA,2446.83592
535,HD 115404 A b,HD 115404 A,Radial Velocity,2022,NA,NA
536,HD 115404 A c,HD 115404 A,Radial Velocity,2022,NA,3299.58202
537,HD 115954 b,HD 115954,Radial Velocity,2021,NA,NA
538,HD 116029 b,HD 116029,Radial Velocity,2011,NA,NA
539,HD 116029 c,HD 116029,Radial Velocity,2018,NA,NA
540,HD 117207 b,HD 117207,Radial Velocity,2004,NA,NA
541,HD 11755 b,HD 11755,Radial Velocity,2015,NA,NA
542,HD 117618 b,HD 117618,Radial Velocity,2004,NA,NA
543,HD 118203 b,HD 118203,Radial Velocity,2005,NA,NA
544,HD 11964 b,HD 11964,Radial Velocity,2005,NA,NA
545,HD 11964 c,HD 11964,Radial Velocity,2008,NA,NA
546,HD 11977 b,HD 11977,Radial Velocity,2005,NA,NA
547,HD 120084 b,HD 120084,Radial Velocity,2013,NA,2439.44256
548,HD 121504 b,HD 121504,Radial Velocity,2003,NA,NA
549,HD 12235 b,HD 12235,Radial Velocity,2022,NA,NA
550,HD 12235 c,HD 12235,Radial Velocity,2022,NA,3171.50491
551,HD 122562 c,HD 122562,Radial Velocity,2022,NA,NA
552,HD 124330 b,HD 124330,Radial Velocity,2021,NA,NA
553,HD 12484 b,HD 12484,Radial Velocity,2016,NA,NA
554,HD 125271 b,HD 125271,Radial Velocity,2022,NA,3514.14627
555,HD 125390 b,HD 125390,Radial Velocity,2019,NA,9165.5058
556,HD 125595 b,HD 125595,Radial Velocity,2009,NA,NA
557,HD 125612 b,HD 125612,Radial Velocity,2007,NA,NA
558,HD 125612 c,HD 125612,Radial Velocity,2009,NA,NA
559,HD 125612 d,HD 125612,Radial Velocity,2009,NA,2352.38976
560,HD 12648 b,HD 12648,Radial Velocity,2015,NA,NA
561,HD 126525 b,HD 126525,Radial Velocity,2018,NA,NA
562,HD 12661 b,HD 12661,Radial Velocity,2000,NA,NA
563,HD 12661 c,HD 12661,Radial Velocity,2002,NA,NA
564,HD 126614 b,HD 126614,Radial Velocity,2009,NA,119.96298
565,HD 127506 b,HD 127506,Radial Velocity,2022,NA,NA
566,HD 128311 b,HD 128311,Radial Velocity,2002,NA,NA
567,HD 128311 c,HD 128311,Radial Velocity,2005,NA,1204.25787
568,HD 128356 b,HD 128356,Radial Velocity,2016,NA,NA
569,HD 129445 b,HD 129445,Radial Velocity,2009,NA,NA
570,HD 130322 b,HD 130322,Radial Velocity,1999,NA,NA
571,HD 131496 b,HD 131496,Radial Velocity,2011,NA,NA
572,HD 13167 b,HD 13167,Radial Velocity,2018,NA,NA
573,HD 13189 b,HD 13189,Radial Velocity,2005,NA,NA
574,HD 132406 b,HD 132406,Radial Velocity,2007,NA,NA
575,HD 132563 b,HD 132563,Radial Velocity,2011,NA,NA
576,HD 133131 A b,HD 133131 A,Radial Velocity,2016,NA,NA
577,HD 133131 A c,HD 133131 A,Radial Velocity,2016,NA,NA
578,HD 133131 B b,HD 133131 B,Radial Velocity,2016,NA,NA
579,HD 134060 b,HD 134060,Radial Velocity,2019,NA,NA
580,HD 134060 c,HD 134060,Radial Velocity,2019,NA,NA
581,HD 134987 b,HD 134987,Radial Velocity,1999,NA,NA
582,HD 134987 c,HD 134987,Radial Velocity,2009,NA,NA
583,HD 135872 b,HD 135872,Radial Velocity,2022,NA,1880.61597
584,HD 136118 b,HD 136118,Radial Velocity,2022,NA,4174.7703
585,HD 136352 b,HD 136352,Radial Velocity,2019,1.664,4.72
586,HD 136352 c,HD 136352,Radial Velocity,2019,2.916,11.24
587,HD 136352 d,HD 136352,Radial Velocity,2019,2.562,8.82
588,HD 136418 b,HD 136418,Radial Velocity,2009,NA,NA
589,HD 136925 b,HD 136925,Radial Velocity,2021,NA,NA
590,HD 13724 c,HD 13724,Radial Velocity,2022,NA,NA
591,HD 137388 b,HD 137388,Radial Velocity,2011,NA,NA
592,HD 137496 b,HD 137496,Transit,2021,1.31,4.04
593,HD 137496 c,HD 137496,Radial Velocity,2021,NA,NA
594,HD 13808 b,HD 13808,Radial Velocity,2021,NA,NA
595,HD 13808 c,HD 13808,Radial Velocity,2021,NA,NA
596,HD 13908 b,HD 13908,Radial Velocity,2013,NA,NA
597,HD 13908 c,HD 13908,Radial Velocity,2013,NA,NA
598,HD 13931 b,HD 13931,Radial Velocity,2009,NA,NA
599,HD 139357 b,HD 139357,Radial Velocity,2008,NA,6315.52561
600,HD 1397 b,HD 1397,Transit,2018,11.5,131.89945
601,HD 14067 b,HD 14067,Radial Velocity,2014,NA,5001.77608
602,HD 140901 b,HD 140901,Radial Velocity,2022,NA,NA
603,HD 140901 c,HD 140901,Radial Velocity,2022,NA,1685.33019
604,HD 141004 b,HD 141004,Radial Velocity,2021,NA,NA
605,HD 141399 b,HD 141399,Radial Velocity,2014,NA,NA
606,HD 141399 c,HD 141399,Radial Velocity,2014,NA,NA
607,HD 141399 d,HD 141399,Radial Velocity,2014,NA,NA
608,HD 141399 e,HD 141399,Radial Velocity,2014,NA,NA
609,HD 141937 b,HD 141937,Radial Velocity,2002,NA,NA
610,HD 142 A d,HD 142,Radial Velocity,2022,NA,NA
611,HD 142 b,HD 142,Radial Velocity,2001,NA,NA
612,HD 142 c,HD 142,Radial Velocity,2012,NA,3521.33769
613,HD 142022 A b,HD 142022 A,Radial Velocity,2005,NA,NA
614,HD 142245 b,HD 142245,Radial Velocity,2011,NA,NA
615,HD 142415 b,HD 142415,Radial Velocity,2003,NA,NA
616,HD 143105 b,HD 143105,Radial Velocity,2016,NA,NA
617,HD 143361 b,HD 143361,Radial Velocity,2008,NA,NA
618,HD 144899 b,HD 144899,Radial Velocity,2022,NA,NA
619,HD 145377 b,HD 145377,Radial Velocity,2008,NA,NA
620,HD 145457 b,HD 145457,Radial Velocity,2010,NA,NA
621,HD 145675 c,14 Her,Radial Velocity,2021,NA,1582.94652
622,HD 145934 b,HD 145934,Radial Velocity,2015,NA,762.59821
623,HD 1461 b,HD 1461,Radial Velocity,2010,NA,NA
624,HD 1461 c,HD 1461,Radial Velocity,2015,NA,NA
625,HD 147018 b,HD 147018,Radial Velocity,2009,NA,NA
626,HD 147018 c,HD 147018,Radial Velocity,2009,NA,NA
627,HD 147379 b,HD 147379,Radial Velocity,2017,NA,NA
628,HD 147513 b,HD 147513,Radial Velocity,2003,NA,NA
629,HD 14787 b,HD 14787,Radial Velocity,2018,NA,NA
630,HD 147873 b,HD 147873,Radial Velocity,2016,NA,NA
631,HD 147873 c,HD 147873,Radial Velocity,2016,NA,NA
632,HD 148156 b,HD 148156,Radial Velocity,2009,NA,NA
633,HD 148164 b,HD 148164,Radial Velocity,2018,NA,NA
634,HD 148164 c,HD 148164,Radial Velocity,2018,NA,NA
635,HD 148427 b,HD 148427,Radial Velocity,2009,NA,NA
636,HD 149026 b,HD 149026,Radial Velocity,2005,8.295,120.7754
637,HD 149143 b,HD 149143,Radial Velocity,2005,NA,NA
638,HD 149806 b,HD 149806,Radial Velocity,2022,NA,3878.07724
639,HD 150010 b,HD 150010,Radial Velocity,2022,NA,NA
640,HD 1502 b,HD 1502,Radial Velocity,2011,NA,NA
641,HD 150706 b,HD 150706,Radial Velocity,2012,NA,NA
642,HD 151450 b,HD 151450,Radial Velocity,2022,NA,NA
643,HD 151450 c,HD 151450,Radial Velocity,2022,NA,1634.10971
644,HD 152079 b,HD 152079,Radial Velocity,2009,NA,NA
645,HD 152581 b,HD 152581,Radial Velocity,2011,NA,NA
646,HD 152843 b,HD 152843,Transit,2021,3.41,11.56
647,HD 152843 c,HD 152843,Transit,2021,5.83,27.5
648,HD 15337 b,HD 15337,Transit,2019,1.64,7.51
649,HD 15337 c,HD 15337,Transit,2019,2.39,8.11
650,HD 153557 b,HD 153557,Radial Velocity,2022,NA,NA
651,HD 153557 c,HD 153557,Radial Velocity,2022,NA,NA
652,HD 153557 d,HD 153557,Radial Velocity,2022,NA,8680.48112
653,HD 153950 b,HD 153950,Radial Velocity,2008,NA,NA
654,HD 154088 b,HD 154088,Radial Velocity,2021,NA,NA
655,HD 154345 b,HD 154345,Radial Velocity,2006,NA,NA
656,HD 154672 b,HD 154672,Radial Velocity,2008,NA,NA
657,HD 154857 b,HD 154857,Radial Velocity,2004,NA,NA
658,HD 154857 c,HD 154857,Radial Velocity,2014,NA,NA
659,HD 155193 b,HD 155193,Radial Velocity,2021,NA,NA
660,HD 155233 b,HD 155233,Radial Velocity,2015,NA,NA
661,HD 155358 b,HD 155358,Radial Velocity,2007,NA,NA
662,HD 155358 c,HD 155358,Radial Velocity,2007,NA,NA
663,HD 155918 b,HD 155918,Radial Velocity,2022,NA,NA
664,HD 155918 c,HD 155918,Radial Velocity,2022,NA,1849.85628
665,HD 156098 b,HD 156098,Radial Velocity,2022,NA,NA
666,HD 156098 c,HD 156098,Radial Velocity,2022,NA,1661.50392
667,HD 156279 b,HD 156279,Radial Velocity,2011,NA,NA
668,HD 156279 c,HD 156279,Radial Velocity,2018,NA,3207.01405
669,HD 156411 b,HD 156411,Radial Velocity,2009,NA,NA
670,HD 156668 b,HD 156668,Radial Velocity,2010,NA,NA
671,HD 156668 c,HD 156668,Radial Velocity,2021,NA,NA
672,HD 156846 b,HD 156846,Radial Velocity,2007,NA,NA
673,HD 158038 b,HD 158038,Radial Velocity,2011,NA,NA
674,HD 158259 b,HD 158259,Radial Velocity,2020,NA,NA
675,HD 158259 c,HD 158259,Radial Velocity,2020,NA,NA
676,HD 158259 d,HD 158259,Radial Velocity,2020,NA,NA
677,HD 158259 e,HD 158259,Radial Velocity,2020,NA,NA
678,HD 158259 f,HD 158259,Radial Velocity,2020,NA,NA
679,HD 158996 b,HD 158996,Radial Velocity,2018,NA,NA
680,HD 159243 b,HD 159243,Radial Velocity,2013,NA,NA
681,HD 159243 c,HD 159243,Radial Velocity,2013,NA,NA
682,HD 159868 b,HD 159868,Radial Velocity,2006,NA,NA
683,HD 159868 c,HD 159868,Radial Velocity,2012,NA,NA
684,HD 1605 b,HD 1605,Radial Velocity,2015,NA,NA
685,HD 1605 c,HD 1605,Radial Velocity,2015,NA,NA
686,HD 160691 b,HD 160691,Radial Velocity,2000,NA,1366.66215
687,HD 160691 c,HD 160691,Radial Velocity,2004,NA,1398.44499
688,HD 160691 d,HD 160691,Radial Velocity,2004,NA,NA
689,HD 160691 e,HD 160691,Radial Velocity,2006,NA,2224.79885
690,HD 161178 b,HD 161178,Radial Velocity,2021,NA,NA
691,HD 16141 b,HD 16141,Radial Velocity,2000,NA,NA
692,HD 16175 b,HD 16175,Radial Velocity,2009,NA,NA
693,HD 162020 b,HD 162020,Radial Velocity,2002,NA,NA
694,HD 163607 b,HD 163607,Radial Velocity,2010,NA,NA
695,HD 163607 c,HD 163607,Radial Velocity,2010,NA,NA
696,HD 16417 b,HD 16417,Radial Velocity,2008,NA,NA
697,HD 164509 b,HD 164509,Radial Velocity,2010,NA,NA
698,HD 164595 b,HD 164595,Radial Velocity,2015,NA,NA
699,HD 164604 b,HD 164604,Radial Velocity,2009,NA,NA
700,HD 164922 b,HD 164922,Radial Velocity,2005,NA,NA
701,HD 164922 c,HD 164922,Radial Velocity,2016,NA,NA
702,HD 164922 d,HD 164922,Radial Velocity,2020,NA,NA
703,HD 164922 e,HD 164922,Radial Velocity,2021,NA,NA
704,HD 165155 b,HD 165155,Radial Velocity,2016,NA,NA
705,HD 1666 b,HD 1666,Radial Velocity,2015,NA,NA
706,HD 166724 b,HD 166724,Radial Velocity,2012,NA,NA
707,HD 167042 b,HD 167042,Radial Velocity,2007,NA,NA
708,HD 167768 b,HD 167768,Radial Velocity,2022,NA,NA
709,HD 168009 b,HD 168009,Radial Velocity,2021,NA,NA
710,HD 168443 b,HD 168443,Radial Velocity,1998,NA,NA
711,HD 168443 c,HD 168443,Radial Velocity,2000,NA,5733.43678
712,HD 168746 b,HD 168746,Radial Velocity,2002,NA,NA
713,HD 168863 b,HD 168863,Radial Velocity,2022,NA,2146.32971
714,HD 1690 b,HD 1690,Radial Velocity,2010,NA,NA
715,HD 16905 b,HD 16905,Radial Velocity,2022,NA,2885.45006
716,HD 169830 b,HD 169830,Radial Velocity,2000,NA,NA
717,HD 169830 c,HD 169830,Radial Velocity,2003,NA,2259.86363
718,HD 170469 b,HD 170469,Radial Velocity,2007,NA,NA
719,HD 17092 b,HD 17092,Radial Velocity,2007,NA,NA
720,HD 171028 b,HD 171028,Radial Velocity,2007,NA,NA
721,HD 171238 b,HD 171238,Radial Velocity,2009,NA,NA
722,HD 17156 b,HD 17156,Radial Velocity,2007,12.33,1115.5833
723,HD 173416 b,HD 173416,Radial Velocity,2008,NA,NA
724,HD 174205 b,HD 174205,Radial Velocity,2022,NA,NA
725,HD 175167 b,HD 175167,Radial Velocity,2009,NA,2161.63039
726,HD 175541 b,HD 175541,Radial Velocity,2007,NA,NA
727,HD 175607 b,HD 175607,Radial Velocity,2015,NA,NA
728,HD 17674 b,HD 17674,Radial Velocity,2017,NA,NA
729,HD 176986 b,HD 176986,Radial Velocity,2017,NA,NA
730,HD 176986 c,HD 176986,Radial Velocity,2017,NA,NA
731,HD 177565 b,HD 177565,Radial Velocity,2017,NA,NA
732,HD 177830 b,HD 177830,Radial Velocity,1999,NA,NA
733,HD 177830 c,HD 177830,Radial Velocity,2010,NA,NA
734,HD 178911 B b,HD 178911 B,Radial Velocity,2001,NA,NA
735,HD 179079 b,HD 179079,Radial Velocity,2008,NA,NA
736,HD 179949 b,HD 179949,Radial Velocity,2000,NA,NA
737,HD 180053 b,HD 180053,Radial Velocity,2018,NA,NA
738,HD 18015 b,HD 18015,Radial Velocity,2018,NA,NA
739,HD 180314 b,HD 180314,Radial Velocity,2010,NA,NA
740,HD 180617 b,HD 180617,Radial Velocity,2018,NA,NA
741,HD 180902 b,HD 180902,Radial Velocity,2009,NA,NA
742,HD 181234 b,HD 181234,Radial Velocity,2019,NA,2981.01296
743,HD 181342 b,HD 181342,Radial Velocity,2009,NA,NA
744,HD 18143 b,HD 18143,Radial Velocity,2022,NA,NA
745,HD 18143 c,HD 18143,Radial Velocity,2022,NA,3115.44391
746,HD 181433 b,HD 181433,Radial Velocity,2008,NA,NA
747,HD 181433 c,HD 181433,Radial Velocity,2008,NA,NA
748,HD 181433 d,HD 181433,Radial Velocity,2008,NA,NA
749,HD 181720 b,HD 181720,Radial Velocity,2009,NA,NA
750,HD 183263 b,HD 183263,Radial Velocity,2004,NA,NA
751,HD 183263 c,HD 183263,Radial Velocity,2008,NA,2959.02909
752,HD 183579 b,HD 183579,Transit,2021,3.55,19.7
753,HD 184010 b,HD 184010,Radial Velocity,2022,NA,NA
754,HD 184010 c,HD 184010,Radial Velocity,2022,NA,NA
755,HD 184010 d,HD 184010,Radial Velocity,2022,NA,NA
756,HD 185269 b,HD 185269,Radial Velocity,2006,NA,NA
757,HD 18599 b,HD 18599,Transit,2022,2.6,24.1
758,HD 187085 b,HD 187085,Radial Velocity,2006,NA,NA
759,HD 187123 b,HD 187123,Radial Velocity,1998,NA,NA
760,HD 187123 c,HD 187123,Radial Velocity,2008,NA,NA
761,HD 18742 b,HD 18742,Radial Velocity,2011,NA,NA
762,HD 188015 b,HD 188015,Radial Velocity,2004,NA,NA
763,HD 188641 b,HD 188641,Radial Velocity,2022,NA,9262.62856
764,HD 189567 b,HD 189567,Radial Velocity,2021,NA,NA
765,HD 189567 c,HD 189567,Radial Velocity,2021,NA,NA
766,HD 189733 b,HD 189733,Radial Velocity,2005,12.666,359.1479
767,HD 190007 b,HD 190007,Radial Velocity,2020,NA,NA
768,HD 190228 b,HD 190228,Radial Velocity,2022,NA,1726.82637
769,HD 190360 b,HD 190360,Radial Velocity,2003,NA,572.09113
770,HD 190360 c,HD 190360,Radial Velocity,2005,NA,NA
771,HD 190647 b,HD 190647,Radial Velocity,2007,NA,NA
772,HD 190984 b,HD 190984,Radial Velocity,2009,NA,NA
773,HD 191806 b,HD 191806,Radial Velocity,2016,NA,2968.87379
774,HD 191939 b,HD 191939,Transit,2020,3.41,10
775,HD 191939 c,HD 191939,Transit,2020,3.195,8
776,HD 191939 d,HD 191939,Transit,2020,2.995,2.8
777,HD 191939 e,HD 191939,Radial Velocity,2022,NA,NA
778,HD 191939 f,HD 191939,Radial Velocity,2022,NA,NA
779,HD 191939 g,HD 191939,Transit,2022,NA,NA
780,HD 192263 b,HD 192263,Radial Velocity,1999,NA,NA
781,HD 192310 b,HD 192310,Radial Velocity,2011,NA,NA
782,HD 192310 c,HD 192310,Radial Velocity,2011,NA,NA
783,HD 192699 b,HD 192699,Radial Velocity,2007,NA,NA
784,HD 194490 b,HD 194490,Radial Velocity,2022,NA,3580.0227
785,HD 195019 b,HD 195019,Radial Velocity,1998,NA,NA
786,HD 196050 b,HD 196050,Radial Velocity,2002,NA,NA
787,HD 196067 b,HD 196067,Radial Velocity,2012,NA,NA
788,HD 19615 b,HD 19615,Radial Velocity,2022,NA,NA
789,HD 196885 A b,HD 196885 A,Radial Velocity,2007,NA,NA
790,HD 197037 b,HD 197037,Radial Velocity,2012,NA,NA
791,HD 199509 b,HD 199509,Radial Velocity,2022,NA,NA
792,HD 19994 b,HD 19994,Radial Velocity,2003,NA,NA
793,HD 20003 b,HD 20003,Radial Velocity,2019,NA,NA
794,HD 20003 c,HD 20003,Radial Velocity,2019,NA,NA
795,HD 200964 b,HD 200964,Radial Velocity,2010,NA,NA
796,HD 200964 c,HD 200964,Radial Velocity,2010,NA,NA
797,HD 202206 c,HD 202206,Radial Velocity,2004,NA,5689.157
798,HD 202696 b,HD 202696,Radial Velocity,2019,NA,634.38868
799,HD 202696 c,HD 202696,Radial Velocity,2019,NA,592.43512
800,HD 202772 A b,HD 202772 A,Transit,2019,17.318,323.23311
801,HD 203030 b,HD 203030,Imaging,2006,14.46,3496.11248
802,HD 20329 b,HD 20329,Transit,2022,1.72,7.42
803,HD 203387 b,HD 203387,Radial Velocity,2022,NA,NA
804,HD 203387 c,HD 203387,Radial Velocity,2022,NA,2375.78917
805,HD 203473 b,HD 203473,Radial Velocity,2018,NA,NA
806,HD 2039 b,HD 2039,Radial Velocity,2002,NA,NA
807,HD 204313 b,HD 204313,Radial Velocity,2010,NA,1553.54852
808,HD 204313 c,HD 204313,Radial Velocity,2015,NA,NA
809,HD 204313 e,HD 204313,Radial Velocity,2022,NA,4841.00771
810,HD 204941 b,HD 204941,Radial Velocity,2011,NA,NA
811,HD 205158 b,HD 205158,Radial Velocity,2022,NA,NA
812,HD 205739 b,HD 205739,Radial Velocity,2008,NA,NA
813,HD 206255 b,HD 206255,Radial Velocity,2019,NA,NA
814,HD 206610 b,HD 206610,Radial Velocity,2009,NA,NA
815,HD 206893 b,HD 206893,Imaging,2021,14.011,8899.1954
816,HD 206893 c,HD 206893,Imaging,2022,16.365,4036.42077
817,HD 20781 b,HD 20781,Radial Velocity,2019,NA,NA
818,HD 20781 c,HD 20781,Radial Velocity,2019,NA,NA
819,HD 20781 d,HD 20781,Radial Velocity,2019,NA,NA
