zip,sex,age,obese,n,pop
53108,female,18-34,NA,NA,198
53110,female,18-34,92,231,1541
53114,female,18-34,43,105,356
53115,female,18-34,238,661,1593
53118,female,18-34,14,58,510
53119,female,18-34,NA,NA,506
53120,female,18-34,37,109,934
53121,female,18-34,176,558,1876
53122,female,18-34,17,189,331
53125,female,18-34,NA,NA,120
53126,female,18-34,NA,NA,639
53128,female,18-34,50,211,889
53129,female,18-34,63,242,1438
53130,female,18-34,45,177,712
53132,female,18-34,96,427,2770
53137,female,18-34,NA,NA,214
53139,female,18-34,NA,NA,269
53140,female,18-34,NA,NA,4329
53142,female,18-34,NA,NA,3107
53143,female,18-34,NA,NA,2971
53144,female,18-34,NA,NA,3534
53146,female,18-34,25,114,527
53147,female,18-34,108,423,1350
53149,female,18-34,38,178,1517
53150,female,18-34,64,309,1821
53151,female,18-34,161,711,2746
53153,female,18-34,10,35,205
53154,female,18-34,134,413,4041
53156,female,18-34,22,53,317
53158,female,18-34,NA,NA,1440
53167,female,18-34,NA,NA,42
53168,female,18-34,NA,NA,844
53170,female,18-34,NA,NA,260
53172,female,18-34,NA,NA,2561
53177,female,18-34,NA,NA,675
53178,female,18-34,NA,NA,249
53179,female,18-34,NA,NA,690
53181,female,18-34,17,81,581
53182,female,18-34,NA,NA,1062
53183,female,18-34,NA,NA,222
53184,female,18-34,38,157,429
53185,female,18-34,NA,NA,1526
53186,female,18-34,186,617,5304
53188,female,18-34,137,491,3940
53189,female,18-34,88,306,2564
53190,female,18-34,261,832,4605
53191,female,18-34,22,101,196
53192,female,18-34,NA,NA,10
53195,female,18-34,NA,NA,1
53202,female,18-34,177,1338,6836
53203,female,18-34,15,72,334
53204,female,18-34,NA,NA,5665
53205,female,18-34,127,226,1491
53206,female,18-34,313,571,3744
53207,female,18-34,257,841,5257
53208,female,18-34,372,865,4396
53209,female,18-34,573,1096,5823
53210,female,18-34,332,757,3574
53211,female,18-34,224,1181,7663
53212,female,18-34,340,936,5596
53213,female,18-34,222,1331,3886
53214,female,18-34,373,1004,4692
53215,female,18-34,NA,NA,8001
53216,female,18-34,431,844,4233
53217,female,18-34,127,789,2264
53218,female,18-34,598,1123,5430
53219,female,18-34,261,718,3910
53220,female,18-34,176,467,3250
53221,female,18-34,169,509,4601
53222,female,18-34,318,862,2862
53223,female,18-34,376,804,3381
53224,female,18-34,408,883,2932
53225,female,18-34,489,987,3853
53226,female,18-34,226,995,2566
53227,female,18-34,215,625,3070
53228,female,18-34,98,374,1416
53233,female,18-34,NA,NA,5346
53235,female,18-34,50,140,925
53295,female,18-34,NA,NA,9
53402,female,18-34,NA,NA,3288
53403,female,18-34,NA,NA,3000
53404,female,18-34,NA,NA,1924
53405,female,18-34,NA,NA,3022
53406,female,18-34,NA,NA,2211
53501,female,18-34,NA,NA,0
53502,female,18-34,75,213,247
53503,female,18-34,44,91,179
53504,female,18-34,57,159,124
53505,female,18-34,NA,NA,44
53506,female,18-34,22,37,77
53507,female,18-34,49,169,199
53508,female,18-34,118,433,570
53510,female,18-34,NA,NA,200
53511,female,18-34,781,1733,5353
53515,female,18-34,43,129,181
53516,female,18-34,52,130,173
53517,female,18-34,27,125,129
53518,female,18-34,14,40,94
53520,female,18-34,222,599,537
53521,female,18-34,72,278,339
53522,female,18-34,35,87,93
53523,female,18-34,60,235,347
53525,female,18-34,54,147,332
53526,female,18-34,NA,NA,60
53527,female,18-34,155,739,978
53528,female,18-34,115,435,454
53529,female,18-34,33,149,291
53530,female,18-34,59,147,430
53531,female,18-34,90,326,309
53532,female,18-34,327,1113,1499
53533,female,18-34,119,364,677
53534,female,18-34,312,908,1114
53536,female,18-34,253,751,846
53537,female,18-34,15,54,38
53538,female,18-34,277,724,1839
53540,female,18-34,NA,NA,13
53541,female,18-34,20,50,69
53543,female,18-34,14,59,140
53544,female,18-34,21,46,72
53545,female,18-34,728,2131,2616
53546,female,18-34,905,2663,3556
53548,female,18-34,655,1645,1866
53549,female,18-34,104,287,891
53550,female,18-34,42,110,95
53551,female,18-34,70,254,622
53553,female,18-34,NA,NA,72
53554,female,18-34,NA,NA,118
53555,female,18-34,103,382,616
53556,female,18-34,25,62,221
53557,female,18-34,NA,NA,18
53558,female,18-34,201,869,966
53559,female,18-34,146,436,467
53560,female,18-34,57,184,337
53561,female,18-34,11,55,103
53562,female,18-34,470,2139,2783
53563,female,18-34,258,859,989
53565,female,18-34,49,140,333
53566,female,18-34,510,1473,1426
53569,female,18-34,11,42,122
53570,female,18-34,59,216,178
53571,female,18-34,NA,NA,15
53572,female,18-34,181,744,755
53573,female,18-34,29,74,297
53574,female,18-34,84,309,247
53575,female,18-34,303,1201,972
53576,female,18-34,66,175,198
53577,female,18-34,14,37,112
53578,female,18-34,59,209,441
53579,female,18-34,17,48,122
53580,female,18-34,NA,NA,49
53581,female,18-34,69,172,965
53582,female,18-34,25,70,80
53583,female,18-34,56,202,538
53585,female,18-34,32,93,237
53586,female,18-34,24,43,169
53587,female,18-34,29,85,108
53588,female,18-34,29,113,295
53589,female,18-34,483,1582,1840
53590,female,18-34,1041,3441,4500
53593,female,18-34,356,2000,1711
53594,female,18-34,98,254,435
53597,female,18-34,302,1305,1106
53598,female,18-34,83,286,318
53599,female,18-34,NA,NA,9
53702,female,18-34,NA,NA,0
53703,female,18-34,410,3188,11162
53704,female,18-34,1306,4149,6112
53705,female,18-34,330,2073,3443
53706,female,18-34,NA,NA,2961
53711,female,18-34,1085,4123,5594
53713,female,18-34,966,2501,3907
53714,female,18-34,443,1344,2190
53715,female,18-34,120,819,4632
53716,female,18-34,404,1421,1955
53717,female,18-34,261,1148,1810
53718,female,18-34,334,1344,1906
53719,female,18-34,939,3543,5521
53726,female,18-34,33,342,1801
53792,female,18-34,NA,NA,0
53801,female,18-34,NA,NA,86
53802,female,18-34,NA,NA,0
53803,female,18-34,NA,NA,139
53804,female,18-34,21,51,158
53805,female,18-34,119,300,537
53806,female,18-34,NA,NA,127
53807,female,18-34,NA,NA,462
53808,female,18-34,NA,NA,109
53809,female,18-34,47,128,422
53810,female,18-34,NA,NA,32
53811,female,18-34,NA,NA,225
53813,female,18-34,25,95,521
53816,female,18-34,NA,NA,57
53817,female,18-34,NA,NA,23
53818,female,18-34,NA,NA,2746
53820,female,18-34,NA,NA,199
53821,female,18-34,164,450,625
53825,female,18-34,NA,NA,59
53826,female,18-34,25,74,107
53827,female,18-34,NA,NA,28
53901,female,18-34,240,663,1324
53910,female,18-34,47,96,225
53911,female,18-34,38,108,138
53913,female,18-34,410,1123,1969
53916,female,18-34,378,1075,1763
53919,female,18-34,NA,NA,241
53920,female,18-34,NA,NA,21
53922,female,18-34,NA,NA,97
53923,female,18-34,28,77,205
53924,female,18-34,NA,NA,111
53925,female,18-34,175,510,701
53926,female,18-34,NA,NA,172
53928,female,18-34,NA,NA,23
53929,female,18-34,46,109,277
53930,female,18-34,11,35,136
53931,female,18-34,NA,NA,15
53932,female,18-34,56,169,234
53933,female,18-34,30,67,310
53934,female,18-34,38,90,304
53935,female,18-34,NA,NA,34
53936,female,18-34,25,47,93
53937,female,18-34,NA,NA,122
53939,female,18-34,NA,NA,17
53941,female,18-34,20,43,225
53943,female,18-34,NA,NA,116
53944,female,18-34,22,47,210
53946,female,18-34,NA,NA,332
53947,female,18-34,NA,NA,9
53948,female,18-34,85,196,698
53949,female,18-34,37,121,390
53950,female,18-34,47,133,290
53951,female,18-34,35,93,217
53952,female,18-34,34,90,222
53953,female,18-34,NA,NA,49
53954,female,18-34,106,298,562
53955,female,18-34,111,332,478
53956,female,18-34,46,113,273
53959,female,18-34,111,307,1328
53960,female,18-34,61,170,291
53961,female,18-34,NA,NA,84
53963,female,18-34,47,131,1259
53964,female,18-34,40,92,267
53965,female,18-34,152,434,915
53968,female,18-34,27,56,174
53969,female,18-34,NA,NA,23
54001,female,18-34,NA,NA,596
54002,female,18-34,NA,NA,668
54003,female,18-34,NA,NA,61
54004,female,18-34,NA,NA,221
54005,female,18-34,NA,NA,247
54006,female,18-34,NA,NA,38
54007,female,18-34,NA,NA,124
54009,female,18-34,NA,NA,244
54010,female,18-34,NA,NA,0
54011,female,18-34,NA,NA,545
54013,female,18-34,NA,NA,266
54014,female,18-34,NA,NA,118
54015,female,18-34,NA,NA,392
54016,female,18-34,NA,NA,2720
54017,female,18-34,NA,NA,1794
54020,female,18-34,NA,NA,636
54021,female,18-34,NA,NA,497
54022,female,18-34,NA,NA,4693
54023,female,18-34,NA,NA,374
54024,female,18-34,NA,NA,382
54025,female,18-34,NA,NA,823
54026,female,18-34,NA,NA,160
54027,female,18-34,NA,NA,70
54028,female,18-34,NA,NA,226
54082,female,18-34,NA,NA,37
54101,female,18-34,36,117,219
54102,female,18-34,NA,NA,37
54103,female,18-34,NA,NA,18
54104,female,18-34,NA,NA,18
54106,female,18-34,58,184,409
54107,female,18-34,19,77,325
54110,female,18-34,36,124,568
54111,female,18-34,28,61,205
54112,female,18-34,31,82,246
54113,female,18-34,28,131,227
54114,female,18-34,24,89,251
54115,female,18-34,462,1864,5169
54119,female,18-34,NA,NA,273
54120,female,18-34,NA,NA,4
54121,female,18-34,NA,NA,187
54123,female,18-34,NA,NA,31
54124,female,18-34,73,179,323
54125,female,18-34,NA,NA,32
54126,female,18-34,25,95,327
54127,female,18-34,NA,NA,3
54128,female,18-34,NA,NA,144
54129,female,18-34,28,76,233
54130,female,18-34,240,860,2709
54135,female,18-34,NA,NA,327
54136,female,18-34,75,272,711
54137,female,18-34,17,49,45
54138,female,18-34,NA,NA,29
54139,female,18-34,60,168,269
54140,female,18-34,106,342,965
54141,female,18-34,31,113,217
54143,female,18-34,59,165,1434
54149,female,18-34,NA,NA,59
54150,female,18-34,NA,NA,136
54151,female,18-34,NA,NA,243
54153,female,18-34,110,306,574
54154,female,18-34,141,353,574
54155,female,18-34,86,273,564
54156,female,18-34,NA,NA,103
54157,female,18-34,25,71,485
54159,female,18-34,NA,NA,96
54160,female,18-34,NA,NA,32
54161,female,18-34,26,84,214
54162,female,18-34,143,466,794
54165,female,18-34,91,305,677
54166,female,18-34,NA,NA,1462
54169,female,18-34,12,92,171
54170,female,18-34,50,153,310
54171,female,18-34,30,158,281
54173,female,18-34,31,150,283
54174,female,18-34,48,115,230
54175,female,18-34,NA,NA,30
54177,female,18-34,NA,NA,174
54180,female,18-34,19,64,346
54201,female,18-34,29,80,451
54202,female,18-34,NA,NA,67
54204,female,18-34,NA,NA,129
54205,female,18-34,25,83,149
54207,female,18-34,NA,NA,15
54208,female,18-34,54,198,621
54209,female,18-34,NA,NA,92
54210,female,18-34,NA,NA,68
54211,female,18-34,NA,NA,10
54212,female,18-34,NA,NA,38
54213,female,18-34,NA,NA,72
54214,female,18-34,NA,NA,20
54216,female,18-34,63,173,456
54217,female,18-34,94,341,596
54220,female,18-34,NA,NA,3746
54227,female,18-34,NA,NA,135
54228,female,18-34,NA,NA,182
54229,female,18-34,38,184,357
54230,female,18-34,NA,NA,407
54232,female,18-34,NA,NA,48
54234,female,18-34,NA,NA,45
54235,female,18-34,69,176,1373
54241,female,18-34,NA,NA,1164
54245,female,18-34,NA,NA,225
54246,female,18-34,NA,NA,28
54247,female,18-34,NA,NA,165
54301,female,18-34,316,978,2150
54302,female,18-34,480,1232,4713
54303,female,18-34,565,1443,4078
54304,female,18-34,438,1209,3071
54307,female,18-34,NA,NA,0
54311,female,18-34,401,1437,4750
54313,female,18-34,351,1560,2890
54401,female,18-34,864,2607,3605
54403,female,18-34,585,1768,2027
54405,female,18-34,75,181,240
54406,female,18-34,24,82,240
54407,female,18-34,15,42,78
54408,female,18-34,20,61,90
54409,female,18-34,374,979,1074
54410,female,18-34,33,118,194
54411,female,18-34,114,295,527
54412,female,18-34,16,67,136
54413,female,18-34,NA,NA,5
54414,female,18-34,76,210,286
54416,female,18-34,30,55,144
54417,female,18-34,NA,NA,0
54418,female,18-34,26,63,67
54420,female,18-34,17,60,114
54421,female,18-34,69,164,265
54422,female,18-34,12,42,121
54423,female,18-34,19,70,196
54424,female,18-34,39,91,107
54425,female,18-34,42,105,193
54426,female,18-34,103,282,402
54427,female,18-34,21,74,87
54428,female,18-34,13,47,76
54430,female,18-34,NA,NA,8
54433,female,18-34,37,93,140
54435,female,18-34,22,78,175
54436,female,18-34,NA,NA,194
54437,female,18-34,21,66,308
54440,female,18-34,73,198,270
54441,female,18-34,12,50,54
54442,female,18-34,14,35,46
54443,female,18-34,22,77,154
54446,female,18-34,32,83,301
54447,female,18-34,NA,NA,55
54448,female,18-34,68,285,281
54449,female,18-34,411,1308,2661
54450,female,18-34,NA,NA,61
54451,female,18-34,300,820,893
54452,female,18-34,427,1158,1682
54454,female,18-34,17,56,140
54455,female,18-34,400,1246,1543
54456,female,18-34,32,81,467
54457,female,18-34,199,507,668
54458,female,18-34,NA,NA,6
54459,female,18-34,23,63,68
54460,female,18-34,29,69,210
54462,female,18-34,NA,NA,8
54463,female,18-34,NA,NA,49
54465,female,18-34,NA,NA,10
54466,female,18-34,43,122,246
54467,female,18-34,206,623,1701
54469,female,18-34,54,140,122
54470,female,18-34,43,120,178
54471,female,18-34,29,118,153
54473,female,18-34,37,90,199
54474,female,18-34,112,311,417
54475,female,18-34,37,102,127
54476,female,18-34,528,1586,2269
54479,female,18-34,49,171,328
54480,female,18-34,40,94,149
54481,female,18-34,359,1146,6213
54482,female,18-34,80,305,684
54484,female,18-34,83,250,449
54485,female,18-34,NA,NA,26
54486,female,18-34,21,53,207
54487,female,18-34,71,186,635
54488,female,18-34,23,47,107
54489,female,18-34,33,89,134
54490,female,18-34,19,48,70
54491,female,18-34,24,57,78
54493,female,18-34,NA,NA,55
54494,female,18-34,723,2056,2132
54495,female,18-34,293,705,824
54498,female,18-34,33,71,201
54499,female,18-34,70,189,236
54501,female,18-34,271,790,1670
54511,female,18-34,NA,NA,108
54512,female,18-34,NA,NA,18
54513,female,18-34,NA,NA,19
54514,female,18-34,16,56,107
54515,female,18-34,NA,NA,15
54517,female,18-34,NA,NA,3
54519,female,18-34,NA,NA,73
54520,female,18-34,50,105,425
54521,female,18-34,48,144,584
54524,female,18-34,NA,NA,129
54525,female,18-34,NA,NA,30
54526,female,18-34,NA,NA,75
54527,female,18-34,NA,NA,47
54529,female,18-34,NA,NA,86
54530,female,18-34,NA,NA,69
54531,female,18-34,NA,NA,75
54534,female,18-34,55,183,189
54536,female,18-34,NA,NA,18
54537,female,18-34,12,30,33
54538,female,18-34,22,45,277
54539,female,18-34,11,30,65
54540,female,18-34,NA,NA,18
54541,female,18-34,15,38,116
54542,female,18-34,NA,NA,15
54545,female,18-34,NA,NA,23
54546,female,18-34,NA,NA,109
54547,female,18-34,13,41,62
54548,female,18-34,31,119,292
54550,female,18-34,19,51,52
54552,female,18-34,65,184,256
54554,female,18-34,NA,NA,50
54555,female,18-34,100,252,292
54556,female,18-34,33,84,105
54557,female,18-34,NA,NA,30
54558,female,18-34,10,32,98
54559,female,18-34,NA,NA,73
54560,female,18-34,NA,NA,34
54561,female,18-34,NA,NA,0
54562,female,18-34,21,69,86
54563,female,18-34,NA,NA,54
54564,female,18-34,NA,NA,14
54565,female,18-34,NA,NA,5
54566,female,18-34,NA,NA,116
54568,female,18-34,40,126,340
54601,female,18-34,1072,3660,10941
54603,female,18-34,390,1039,1458
54610,female,18-34,NA,NA,118
54611,female,18-34,NA,NA,120
54612,female,18-34,145,452,515
54613,female,18-34,15,40,98
54614,female,18-34,72,205,347
54615,female,18-34,69,170,794
54616,female,18-34,68,148,280
54618,female,18-34,45,120,222
54619,female,18-34,44,133,390
54621,female,18-34,10,53,68
54622,female,18-34,22,62,178
54623,female,18-34,32,116,126
54624,female,18-34,24,61,94
54625,female,18-34,NA,NA,20
54626,female,18-34,26,58,111
54627,female,18-34,37,105,131
54628,female,18-34,13,30,53
54629,female,18-34,21,68,219
54630,female,18-34,91,290,402
54631,female,18-34,22,58,144
54632,female,18-34,17,53,78
54634,female,18-34,61,153,392
54635,female,18-34,14,32,155
54636,female,18-34,291,1077,1194
54637,female,18-34,NA,NA,16
54638,female,18-34,33,67,119
54639,female,18-34,13,40,206
54641,female,18-34,NA,NA,0
54642,female,18-34,34,110,212
54643,female,18-34,NA,NA,1
54644,female,18-34,23,80,111
54645,female,18-34,NA,NA,3
54646,female,18-34,39,102,329
54648,female,18-34,30,82,126
54650,female,18-34,515,1853,2556
54651,female,18-34,22,48,127
54652,female,18-34,NA,NA,84
54653,female,18-34,30,76,119
54654,female,18-34,NA,NA,12
54655,female,18-34,20,48,133
54656,female,18-34,499,1283,1616
54657,female,18-34,NA,NA,39
54658,female,18-34,44,156,196
54659,female,18-34,28,51,144
54660,female,18-34,410,1054,1627
54661,female,18-34,63,231,309
54664,female,18-34,13,39,139
54665,female,18-34,84,273,617
54666,female,18-34,52,145,185
54667,female,18-34,66,211,476
54669,female,18-34,162,547,603
54670,female,18-34,32,57,188
54701,female,18-34,314,930,7334
54703,female,18-34,375,1103,6930
54720,female,18-34,64,206,846
54721,female,18-34,NA,NA,140
54722,female,18-34,60,128,404
54723,female,18-34,NA,NA,134
54724,female,18-34,51,124,800
54725,female,18-34,NA,NA,236
54726,female,18-34,14,44,166
54727,female,18-34,55,161,452
54728,female,18-34,62,164,513
54729,female,18-34,352,1032,2911
54730,female,18-34,16,55,463
54731,female,18-34,NA,NA,40
54732,female,18-34,43,111,276
54733,female,18-34,19,42,118
54734,female,18-34,NA,NA,71
54736,female,18-34,NA,NA,334
54737,female,18-34,NA,NA,46
54738,female,18-34,23,67,264
54739,female,18-34,25,70,526
54740,female,18-34,NA,NA,149
54741,female,18-34,14,41,279
54742,female,18-34,24,93,226
54745,female,18-34,18,54,149
54746,female,18-34,NA,NA,59
54747,female,18-34,95,219,273
54748,female,18-34,13,40,162
54749,female,18-34,NA,NA,101
54750,female,18-34,NA,NA,66
54751,female,18-34,NA,NA,4852
54754,female,18-34,NA,NA,115
54755,female,18-34,41,127,638
54756,female,18-34,NA,NA,46
54757,female,18-34,25,76,292
54758,female,18-34,32,89,335
54759,female,18-34,NA,NA,65
54760,female,18-34,NA,NA,7
54761,female,18-34,NA,NA,110
54762,female,18-34,NA,NA,81
54763,female,18-34,NA,NA,97
54765,female,18-34,NA,NA,8
54766,female,18-34,10,45,132
54767,female,18-34,NA,NA,308
54768,female,18-34,35,101,426
54769,female,18-34,NA,NA,27
54770,female,18-34,22,52,178
54771,female,18-34,21,77,363
54772,female,18-34,NA,NA,106
54773,female,18-34,68,203,276
54801,female,18-34,26,70,557
54805,female,18-34,NA,NA,137
54806,female,18-34,NA,NA,1212
54810,female,18-34,NA,NA,115
54812,female,18-34,51,116,507
54813,female,18-34,NA,NA,42
54814,female,18-34,NA,NA,237
54817,female,18-34,21,53,143
54819,female,18-34,21,63,167
54820,female,18-34,NA,NA,21
54821,female,18-34,NA,NA,57
54822,female,18-34,35,123,417
54824,female,18-34,NA,NA,264
54826,female,18-34,NA,NA,30
54827,female,18-34,NA,NA,8
54828,female,18-34,NA,NA,47
54829,female,18-34,42,115,464
54830,female,18-34,NA,NA,105
54832,female,18-34,NA,NA,33
54835,female,18-34,NA,NA,60
54836,female,18-34,NA,NA,62
54837,female,18-34,NA,NA,281
54838,female,18-34,NA,NA,41
54839,female,18-34,NA,NA,25
54840,female,18-34,NA,NA,364
54841,female,18-34,NA,NA,46
54842,female,18-34,NA,NA,10
54843,female,18-34,41,101,884
54844,female,18-34,NA,NA,10
54845,female,18-34,NA,NA,15
54846,female,18-34,NA,NA,55
54847,female,18-34,NA,NA,119
54848,female,18-34,59,170,451
54849,female,18-34,NA,NA,113
54850,female,18-34,NA,NA,10
54853,female,18-34,NA,NA,343
54854,female,18-34,NA,NA,87
54855,female,18-34,NA,NA,78
54856,female,18-34,NA,NA,134
54857,female,18-34,NA,NA,9
54858,female,18-34,NA,NA,175
54859,female,18-34,NA,NA,59
54861,female,18-34,NA,NA,35
54862,female,18-34,NA,NA,10
54864,female,18-34,NA,NA,126
54865,female,18-34,NA,NA,14
54867,female,18-34,NA,NA,16
54868,female,18-34,192,538,1315
54870,female,18-34,NA,NA,97
54871,female,18-34,20,50,216
54872,female,18-34,NA,NA,206
54873,female,18-34,NA,NA,136
54874,female,18-34,NA,NA,293
54875,female,18-34,NA,NA,99
54876,female,18-34,NA,NA,118
54880,female,18-34,NA,NA,3939
54888,female,18-34,NA,NA,66
54889,female,18-34,NA,NA,282
54891,female,18-34,NA,NA,228
54893,female,18-34,NA,NA,244
54895,female,18-34,NA,NA,52
54896,female,18-34,NA,NA,69
54901,female,18-34,NA,NA,7059
54902,female,18-34,115,319,2652
54904,female,18-34,92,322,1900
54909,female,18-34,18,38,170
54911,female,18-34,361,1021,3794
54913,female,18-34,191,825,2038
54914,female,18-34,434,1332,3772
54915,female,18-34,485,1755,4627
54921,female,18-34,13,37,102
54922,female,18-34,18,50,145
54923,female,18-34,NA,NA,746
54927,female,18-34,NA,NA,14
54928,female,18-34,NA,NA,37
54929,female,18-34,NA,NA,933
54930,female,18-34,NA,NA,124
54931,female,18-34,NA,NA,22
54932,female,18-34,NA,NA,137
54933,female,18-34,NA,NA,22
54934,female,18-34,NA,NA,19
54935,female,18-34,NA,NA,4936
54937,female,18-34,NA,NA,1775
54940,female,18-34,NA,NA,311
54941,female,18-34,NA,NA,150
54942,female,18-34,77,345,679
54943,female,18-34,13,36,153
54944,female,18-34,88,352,700
54945,female,18-34,NA,NA,181
54946,female,18-34,NA,NA,0
54947,female,18-34,22,78,243
54948,female,18-34,NA,NA,13
54949,female,18-34,NA,NA,285
54950,female,18-34,NA,NA,247
54952,female,18-34,369,1122,3075
54956,female,18-34,537,1928,4304
54960,female,18-34,NA,NA,100
54961,female,18-34,NA,NA,1361
54962,female,18-34,NA,NA,88
