name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Washington,DC,USA",2015-10-07,25.4,14.7,18.8,25.4,14.7,18.8,14.0,75.5,0.0,0,0.0,,0.0,0.0,31.5,19.9,330.6,1017.0,64.4,15.8,136.7,11.7,6,,2015-10-07T07:09:23,2015-10-07T18:41:58,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-10-08,24.9,14.1,18.8,24.9,14.1,18.8,13.9,75.3,0.0,0,0.0,,0.0,0.0,22.3,12.2,176.1,1019.4,47.5,14.5,175.1,15.1,7,,2015-10-08T07:10:21,2015-10-08T18:40:26,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2015-10-09,26.1,16.6,20.3,26.1,16.6,20.3,16.9,82.0,10.003,100,12.5,rain,0.0,0.0,51.5,29.4,208.1,1014.4,78.1,15.2,132.9,11.6,5,,2015-10-09T07:11:19,2015-10-09T18:38:55,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2015-10-10,19.3,12.3,15.7,19.3,12.3,15.7,8.0,61.5,0.022,100,4.17,rain,0.0,0.0,40.7,26.9,20.3,1019.0,63.4,15.8,199.5,17.4,7,,2015-10-10T07:12:17,2015-10-10T18:37:25,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2015-10-11,20.6,8.5,14.2,20.6,8.5,14.2,8.4,70.4,0.0,0,0.0,,0.0,0.0,31.7,14.1,182.6,1015.8,22.3,15.6,201.6,17.4,7,,2015-10-11T07:13:15,2015-10-11T18:35:55,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-10-12,23.3,10.7,16.3,23.3,10.7,16.3,11.1,74.0,0.0,0,0.0,,0.0,0.0,35.3,19.8,182.7,1010.4,11.5,16.0,195.0,16.9,7,,2015-10-12T07:14:14,2015-10-12T18:34:26,0.0,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-10-13,25.0,15.4,18.9,25.0,15.4,18.9,14.2,76.1,0.457,100,16.67,rain,0.0,0.0,31.7,15.6,202.9,1002.8,61.7,15.9,119.4,10.3,6,,2015-10-13T07:15:13,2015-10-13T18:32:57,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2015-10-14,21.1,12.6,16.9,21.1,12.6,16.9,8.4,58.7,0.011,100,4.17,rain,0.0,0.0,37.1,24.5,309.2,1010.3,62.1,16.0,104.3,9.0,5,,2015-10-14T07:16:13,2015-10-14T18:31:29,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-10-15,19.9,11.6,15.2,19.9,11.6,15.2,6.9,59.7,0.0,0,0.0,,0.0,0.0,37.1,22.8,306.6,1017.0,39.5,16.0,177.8,15.4,7,,2015-10-15T07:17:12,2015-10-15T18:30:02,0.09,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-10-16,19.2,10.9,14.7,19.2,10.9,14.7,4.9,54.5,0.0,0,0.0,,0.0,0.0,44.2,28.1,321.3,1017.7,36.5,16.0,190.1,16.4,7,,2015-10-16T07:18:12,2015-10-16T18:28:36,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-10-17,14.8,7.8,11.0,14.8,5.0,10.3,1.0,50.7,0.006,100,4.17,rain,0.0,0.0,45.1,29.3,310.0,1022.4,45.0,16.0,149.0,12.8,6,,2015-10-17T07:19:13,2015-10-17T18:27:10,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2015-10-18,12.0,4.7,7.9,12.0,0.9,5.9,-2.3,49.3,0.0,0,0.0,,0.0,0.0,46.0,28.7,315.5,1028.0,36.8,16.0,156.8,13.6,6,,2015-10-18T07:20:13,2015-10-18T18:25:46,0.2,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-10-19,12.9,2.6,7.8,12.9,0.2,6.8,0.2,60.6,0.0,0,0.0,,0.0,0.0,22.7,17.4,210.0,1031.6,11.3,16.0,186.2,16.0,7,,2015-10-19T07:21:15,2015-10-19T18:24:22,0.23,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-10-20,19.4,6.6,12.0,19.4,4.1,11.0,5.2,65.0,0.0,0,0.0,,0.0,0.0,24.8,18.0,193.8,1026.7,40.0,16.0,177.4,15.2,6,,2015-10-20T07:22:16,2015-10-20T18:22:59,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-10-21,22.9,8.8,14.6,22.9,7.7,14.5,8.6,70.0,0.143,100,4.17,rain,0.0,0.0,27.7,12.1,191.3,1026.2,44.7,15.8,178.6,15.3,7,,2015-10-21T07:23:18,2015-10-21T18:21:37,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-10-22,24.0,10.3,16.3,24.0,10.3,16.3,10.5,70.6,0.0,0,0.0,,0.0,0.0,22.3,13.8,191.2,1023.1,56.0,16.0,171.9,14.9,6,,2015-10-22T07:24:20,2015-10-22T18:20:17,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-10-23,21.0,12.3,16.9,21.0,12.3,16.9,8.1,59.1,0.0,0,0.0,,0.0,0.0,31.0,21.6,8.7,1023.2,44.9,16.0,178.7,15.4,7,,2015-10-23T07:25:22,2015-10-23T18:18:57,0.37,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-10-24,16.1,8.2,12.4,16.1,6.6,12.0,7.0,70.2,0.0,0,0.0,,0.0,0.0,32.0,17.2,124.1,1025.9,82.3,15.9,125.5,10.8,6,,2015-10-24T07:26:25,2015-10-24T18:17:38,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-10-25,21.1,13.6,15.8,21.1,13.6,15.8,10.5,72.4,0.922,100,16.67,rain,0.0,0.0,41.4,27.0,282.1,1020.8,87.3,16.0,94.9,8.2,4,,2015-10-25T07:27:28,2015-10-25T18:16:21,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-10-26,15.6,8.9,11.8,15.6,6.2,11.3,2.9,56.0,0.0,0,0.0,,0.0,0.0,46.4,21.3,20.6,1030.0,82.2,16.0,150.2,12.8,6,,2015-10-26T07:28:32,2015-10-26T18:15:04,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-10-27,14.9,6.4,11.0,14.9,5.5,10.7,7.1,77.2,0.0,0,0.0,,0.0,0.0,29.5,21.4,52.0,1031.0,91.2,16.0,48.0,4.2,2,,2015-10-27T07:29:36,2015-10-27T18:13:49,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-10-28,21.1,12.8,17.9,21.1,12.8,17.9,16.4,90.7,9.457,100,66.67,rain,0.0,0.0,50.4,31.3,131.1,1014.2,98.9,14.3,27.3,2.2,2,,2015-10-28T07:30:40,2015-10-28T18:12:35,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-10-29,21.8,14.6,18.6,21.8,14.6,18.6,12.3,69.9,8.228,100,8.33,rain,0.0,0.0,48.1,23.4,249.7,1005.4,85.5,15.2,133.7,11.5,6,,2015-10-29T07:31:44,2015-10-29T18:11:22,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-10-30,15.5,9.2,12.2,15.5,7.2,11.9,2.9,53.5,0.0,0,0.0,,0.0,0.0,40.7,31.8,323.6,1016.6,32.9,16.0,153.2,13.1,6,,2015-10-30T07:32:49,2015-10-30T18:10:10,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-10-31,15.6,5.9,10.9,15.6,4.5,10.3,4.5,65.8,0.0,0,0.0,,0.0,0.0,29.5,15.6,192.2,1021.8,53.7,16.0,146.2,12.6,6,,2015-10-31T07:33:54,2015-10-31T18:09:00,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-01,17.7,11.7,14.5,17.7,11.7,14.5,11.4,82.1,7.347,100,16.67,rain,0.0,0.0,39.8,21.4,191.3,1015.9,89.4,15.9,108.8,10.0,5,,2015-11-01T06:34:59,2015-11-01T17:07:51,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-02,18.7,10.8,14.7,18.7,10.8,14.7,11.0,80.0,0.755,100,4.17,rain,0.0,0.0,18.4,7.5,21.6,1019.2,82.1,15.3,73.1,6.4,3,,2015-11-02T06:36:05,2015-11-02T17:06:44,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-03,22.2,8.0,14.1,22.2,7.0,14.1,8.6,73.5,0.0,0,0.0,,0.0,0.0,13.0,7.0,138.0,1023.1,5.0,15.6,155.6,13.3,6,,2015-11-03T06:37:10,2015-11-03T17:05:37,0.75,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2015-11-04,23.8,8.6,15.8,23.8,8.6,15.7,9.1,68.8,0.656,100,8.33,rain,0.0,0.0,19.4,10.8,188.2,1026.4,40.8,15.9,153.1,13.2,6,,2015-11-04T06:38:16,2015-11-04T17:04:33,0.77,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-05,21.3,14.3,16.9,21.3,14.3,16.9,15.8,93.7,3.84,100,25.0,rain,0.0,0.0,25.2,12.5,167.1,1023.9,74.1,9.7,74.6,6.5,4,,2015-11-05T06:39:23,2015-11-05T17:03:30,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2015-11-06,26.6,16.1,21.0,26.6,16.1,21.0,17.3,81.1,0.022,100,4.17,rain,0.0,0.0,46.1,30.1,201.6,1016.5,81.8,13.0,104.2,9.0,5,,2015-11-06T06:40:29,2015-11-06T17:02:28,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-07,21.1,13.2,16.0,21.1,13.2,16.0,11.0,73.3,2.885,100,29.17,rain,0.0,0.0,37.1,18.6,316.8,1018.9,92.6,15.8,27.7,2.4,1,,2015-11-07T06:41:35,2015-11-07T17:01:28,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-08,14.3,6.8,10.9,14.3,5.1,10.2,0.4,49.6,0.0,0,0.0,,0.0,0.0,33.5,20.2,336.9,1029.3,46.1,15.9,146.4,12.7,6,,2015-11-08T06:42:42,2015-11-08T17:00:29,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-09,11.7,5.0,8.8,11.7,3.2,8.2,4.6,75.4,9.056,100,20.83,rain,0.0,0.0,25.6,21.0,29.8,1029.1,83.7,15.2,80.5,6.9,4,,2015-11-09T06:43:49,2015-11-09T16:59:32,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-10,16.1,10.7,13.5,16.1,10.7,13.5,12.4,93.1,10.421,100,58.33,rain,0.0,0.0,45.9,28.5,351.2,1014.4,97.4,9.4,19.0,1.6,1,,2015-11-10T06:44:56,2015-11-10T16:58:37,0.97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2015-11-11,17.2,10.9,13.7,17.2,10.9,13.7,7.3,65.5,0.0,0,0.0,,0.0,0.0,47.6,31.0,313.1,1014.1,67.8,16.0,117.5,10.1,5,,2015-11-11T06:46:02,2015-11-11T16:57:44,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-12,18.4,9.1,13.7,18.4,7.8,13.6,9.0,74.7,0.267,100,4.17,rain,0.0,0.0,45.0,23.8,210.0,1008.4,66.5,15.9,69.5,6.0,4,,2015-11-12T06:47:09,2015-11-12T16:56:52,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-13,16.7,10.5,13.8,16.7,10.5,13.8,-2.0,35.9,0.0,0,0.0,,0.0,0.0,62.2,35.0,282.9,1010.3,17.6,16.0,141.0,12.2,6,,2015-11-13T06:48:16,2015-11-13T16:56:02,0.07,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-14,12.2,5.2,9.5,12.2,4.3,8.0,-3.9,39.2,0.0,0,0.0,,0.0,0.0,47.6,29.1,300.3,1022.8,39.8,16.0,134.2,11.9,5,,2015-11-14T06:49:23,2015-11-14T16:55:13,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-15,16.8,2.5,9.7,16.8,-0.2,9.0,-0.2,52.9,0.0,0,0.0,,0.0,0.0,29.5,21.4,199.6,1027.8,33.6,16.0,136.8,11.8,5,,2015-11-15T06:50:30,2015-11-15T16:54:27,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-16,20.6,5.5,12.2,20.6,4.8,11.9,2.4,55.0,0.0,0,0.0,,0.0,0.0,19.1,12.6,211.7,1025.8,19.6,16.0,136.2,11.8,5,,2015-11-16T06:51:36,2015-11-16T16:53:42,0.17,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-17,15.6,7.6,11.5,15.6,7.1,11.3,6.2,70.1,0.0,0,0.0,,0.0,0.0,39.2,19.5,80.5,1029.7,85.9,16.0,103.8,9.0,5,,2015-11-17T06:52:43,2015-11-17T16:52:59,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2015-11-18,18.3,7.8,13.7,18.3,6.0,13.1,9.5,76.2,0.0,0,0.0,,0.0,0.0,48.2,24.0,113.5,1027.6,88.1,16.0,45.3,3.6,4,,2015-11-18T06:53:49,2015-11-18T16:52:18,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-19,18.3,16.2,17.2,18.3,16.2,17.2,15.5,89.7,20.463,100,50.0,rain,0.0,0.0,53.6,31.0,164.9,1017.5,96.6,10.8,13.1,1.0,1,,2015-11-19T06:54:55,2015-11-19T16:51:39,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-20,15.5,7.2,11.1,15.5,4.9,10.4,-3.1,39.2,0.0,0,0.0,,0.0,0.0,43.8,33.1,338.2,1022.4,16.3,16.0,135.1,11.6,5,,2015-11-20T06:56:01,2015-11-20T16:51:02,0.32,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-21,12.8,3.5,8.1,12.8,1.7,7.4,0.4,59.4,0.0,0,0.0,,0.0,0.0,28.8,17.6,96.7,1021.2,64.0,16.0,128.8,11.1,5,,2015-11-21T06:57:06,2015-11-21T16:50:27,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-22,8.8,3.3,7.4,8.1,-2.3,4.0,-1.9,53.8,0.0,0,0.0,,0.0,0.0,52.9,34.2,327.7,1015.8,70.5,15.9,72.9,6.3,4,,2015-11-22T06:58:11,2015-11-22T16:49:54,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-23,5.6,-0.1,2.7,1.9,-5.7,-1.3,-7.9,46.1,0.0,0,0.0,,0.0,0.0,41.9,25.7,314.9,1022.2,15.5,16.0,128.5,11.2,5,,2015-11-23T06:59:16,2015-11-23T16:49:23,0.42,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-24,12.7,0.9,6.4,12.7,-2.5,4.8,-2.8,53.3,0.0,0,0.0,,0.0,0.0,33.5,21.2,254.1,1028.6,45.6,16.0,117.0,10.1,5,,2015-11-24T07:00:20,2015-11-24T16:48:54,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-25,13.9,2.6,7.7,13.9,0.5,6.5,1.2,65.4,0.0,0,0.0,,0.0,0.0,24.8,12.9,102.4,1038.4,22.3,16.0,122.5,10.6,5,,2015-11-25T07:01:23,2015-11-25T16:48:27,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-26,16.8,4.8,9.8,16.8,3.0,9.5,5.4,75.3,0.0,0,0.0,,0.0,0.0,21.2,10.3,98.3,1040.7,53.3,15.7,119.3,10.5,5,,2015-11-26T07:02:26,2015-11-26T16:48:02,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-27,18.1,5.4,11.0,18.1,5.4,10.9,7.6,80.8,0.0,0,0.0,,0.0,0.0,27.4,17.9,186.2,1032.0,57.9,14.7,106.3,9.1,4,,2015-11-27T07:03:29,2015-11-27T16:47:39,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-28,17.5,9.3,13.2,17.5,8.4,13.1,10.0,81.3,0.0,0,0.0,,0.0,0.0,22.3,10.8,191.3,1022.5,93.2,16.0,58.0,5.0,3,,2015-11-28T07:04:30,2015-11-28T16:47:18,0.59,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-29,14.9,7.8,9.7,14.9,5.1,8.2,7.9,88.8,4.459,100,50.0,rain,0.0,0.0,24.5,23.3,33.3,1023.4,99.9,12.9,11.4,1.0,1,,2015-11-29T07:05:31,2015-11-29T16:47:00,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-11-30,7.1,3.8,5.6,5.4,0.3,2.3,2.3,80.4,4.948,100,62.5,rain,0.0,0.0,29.5,21.4,27.4,1026.9,99.8,10.9,7.8,0.6,0,,2015-11-30T07:06:31,2015-11-30T16:46:43,0.65,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-12-01,8.8,6.7,8.2,8.3,4.8,7.1,7.4,95.1,21.641,100,75.0,rain,0.0,0.0,23.0,14.1,234.4,1019.4,100.0,8.9,10.3,0.8,0,,2015-12-01T07:07:31,2015-12-01T16:46:29,0.69,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2015-12-02,14.9,8.8,11.7,14.9,7.9,11.7,10.9,94.8,5.402,100,50.0,rain,0.0,0.0,37.4,21.9,272.6,1010.2,100.0,6.7,12.3,1.0,1,,2015-12-02T07:08:29,2015-12-02T16:46:17,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-12-03,12.1,5.4,8.2,12.1,1.2,5.3,-0.9,53.0,0.392,100,12.5,rain,0.0,0.0,59.0,39.8,306.6,1019.0,42.8,16.0,117.1,10.2,5,,2015-12-03T07:09:27,2015-12-03T16:46:07,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-12-04,11.6,2.6,6.6,11.6,0.5,5.1,-0.6,61.6,0.0,0,0.0,,0.0,0.0,25.6,16.8,268.9,1032.9,20.1,16.0,118.3,10.1,5,,2015-12-04T07:10:23,2015-12-04T16:45:59,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2015-12-05,11.7,1.9,6.2,11.7,-0.8,5.5,1.0,70.9,0.0,0,0.0,,0.0,0.0,18.0,8.9,35.5,1038.7,2.0,15.9,117.0,10.0,5,,2015-12-05T07:11:19,2015-12-05T16:45:54,0.82,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-12-06,10.8,0.8,5.2,10.8,0.8,4.8,1.9,80.4,0.0,0,0.0,,0.0,0.0,17.6,15.8,174.4,1032.4,51.9,12.6,110.9,9.5,5,,2015-12-06T07:12:13,2015-12-06T16:45:50,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2015-12-07,14.9,2.5,8.5,14.9,0.5,7.9,1.0,63.0,0.0,0,0.0,,0.0,0.0,16.6,14.0,322.8,1022.1,67.8,15.3,111.2,9.6,5,,2015-12-07T07:13:07,2015-12-07T16:45:49,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,KDCA,72405013743,72403093738,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2015-12-08,12.7,3.2,7.5,12.7,0.4,6.6,1.5,66.4,0.0,0,0.0,,0.0,0.0,37.1,13.8,13.7,1020.5,42.4,16.0,112.0,9.7,5,,2015-12-08T07:13:59,2015-12-08T16:45:50,0.91,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-12-09,9.4,3.6,6.4,8.4,0.9,5.0,4.8,89.4,0.046,100,4.17,rain,0.0,0.0,28.4,14.6,176.0,1018.0,81.9,9.9,49.1,4.3,2,,2015-12-09T07:14:49,2015-12-09T16:45:53,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,72403093738,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-12-10,17.1,5.3,10.1,17.1,3.9,9.7,6.0,78.0,0.041,100,8.33,rain,0.0,0.0,24.5,8.7,175.0,1015.1,54.3,12.9,106.2,9.2,5,,2015-12-10T07:15:39,2015-12-10T16:45:58,0.98,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-12-11,18.4,6.1,11.1,18.4,6.0,10.8,7.9,81.8,0.0,0,0.0,,0.0,0.0,40.7,15.7,171.9,1014.5,63.1,15.3,94.6,8.3,4,,2015-12-11T07:16:27,2015-12-11T16:46:06,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-12-12,19.2,7.7,12.6,19.2,7.1,12.5,9.8,84.2,0.143,100,4.17,rain,0.0,0.0,19.8,12.6,178.6,1020.4,71.9,13.9,89.7,7.8,4,,2015-12-12T07:17:14,2015-12-12T16:46:15,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2015-12-13,21.7,9.3,14.0,21.7,8.8,13.9,11.7,86.7,0.0,0,0.0,,0.0,0.0,21.6,14.0,189.9,1020.5,80.1,13.2,82.6,7.2,3,,2015-12-13T07:17:59,2015-12-13T16:46:27,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
